Time;F;
   1.340; 0.698;
   1.350; 0.699;
   1.360; 0.698;
   1.370; 0.699;
   1.380; 0.700;
   1.390; 0.700;
   1.400; 0.700;
   1.410; 0.700;
   1.420; 0.700;
   1.430; 0.701;
   1.440; 0.701;
   1.450; 0.701;
   1.460; 0.703;
   1.470; 0.703;
   1.480; 0.704;
   1.490; 0.704;
   1.500; 0.704;
   1.510; 0.703;
   1.520; 0.704;
   1.530; 0.705;
   1.540; 0.704;
   1.550; 0.705;
   1.560; 0.705;
   1.570; 0.705;
   1.580; 0.706;
   1.590; 0.705;
   1.600; 0.706;
   1.610; 0.705;
   1.620; 0.706;
   1.630; 0.708;
   1.640; 0.708;
   1.650; 0.708;
   1.660; 0.708;
   1.670; 0.708;
   1.680; 0.710;
   1.690; 0.709;
   1.700; 0.710;
   1.710; 0.709;
   1.720; 0.710;
   1.730; 0.710;
   1.740; 0.711;
   1.750; 0.710;
   1.760; 0.710;
   1.770; 0.710;
   1.780; 0.711;
   1.790; 0.711;
   1.800; 0.711;
   1.810; 0.711;
   1.820; 0.711;
   1.830; 0.713;
   1.840; 0.713;
   1.850; 0.713;
   1.860; 0.714;
   1.870; 0.714;
   1.880; 0.715;
   1.890; 0.713;
   1.900; 0.714;
   1.910; 0.714;
   1.920; 0.714;
   1.930; 0.715;
   1.940; 0.715;
   1.950; 0.715;
   1.960; 0.715;
   1.970; 0.716;
   1.980; 0.716;
   1.990; 0.716;
   2.000; 0.716;
   2.010; 0.716;
   2.020; 0.718;
   2.030; 0.718;
   2.040; 0.718;
   2.050; 0.716;
   2.060; 0.718;
   2.070; 0.718;
   2.080; 0.718;
   2.090; 0.718;
   2.100; 0.718;
   2.110; 0.718;
   2.120; 0.719;
   2.130; 0.719;
   2.140; 0.719;
   2.150; 0.719;
   2.160; 0.719;
   2.170; 0.719;
   2.180; 0.720;
   2.190; 0.719;
   2.200; 0.720;
   2.210; 0.719;
   2.220; 0.719;
   2.230; 0.719;
   2.240; 0.719;
   2.250; 0.719;
   2.260; 0.720;
   2.270; 0.719;
   2.280; 0.719;
   2.290; 0.719;
   2.300; 0.720;
   2.310; 0.719;
   2.320; 0.720;
   2.330; 0.719;
   2.340; 0.719;
   2.350; 0.720;
   2.360; 0.720;
   2.370; 0.720;
   2.380; 0.720;
   2.390; 0.719;
   2.400; 0.719;
   2.410; 0.720;
   2.420; 0.721;
   2.430; 0.721;
   2.440; 0.721;
   2.450; 0.721;
   2.460; 0.721;
   2.470; 0.721;
   2.480; 0.721;
   2.490; 0.720;
   2.500; 0.721;
   2.510; 0.721;
   2.520; 0.721;
   2.530; 0.720;
   2.540; 0.723;
   2.550; 0.721;
   2.560; 0.721;
   2.570; 0.720;
   2.580; 0.723;
   2.590; 0.721;
   2.600; 0.720;
   2.610; 0.721;
   2.620; 0.721;
   2.630; 0.721;
   2.640; 0.721;
   2.650; 0.720;
   2.660; 0.721;
   2.670; 0.721;
   2.680; 0.721;
   2.690; 0.721;
   2.700; 0.721;
   2.710; 0.721;
   2.720; 0.723;
   2.730; 0.723;
   2.740; 0.723;
   2.750; 0.723;
   2.760; 0.723;
   2.770; 0.723;
   2.780; 0.724;
   2.790; 0.724;
   2.800; 0.724;
   2.810; 0.724;
   2.820; 0.724;
   2.830; 0.724;
   2.840; 0.724;
   2.850; 0.723;
   2.860; 0.725;
   2.870; 0.724;
   2.880; 0.723;
   2.890; 0.724;
   2.900; 0.724;
   2.910; 0.724;
   2.920; 0.725;
   2.930; 0.724;
   2.940; 0.724;
   2.950; 0.724;
   2.960; 0.725;
   2.970; 0.725;
   2.980; 0.725;
   2.990; 0.725;
   3.000; 0.725;
   3.010; 0.725;
   3.020; 0.725;
   3.030; 0.725;
   3.040; 0.726;
   3.050; 0.725;
   3.060; 0.726;
   3.070; 0.726;
   3.080; 0.725;
   3.090; 0.725;
   3.100; 0.726;
   3.110; 0.725;
   3.120; 0.725;
   3.130; 0.726;
   3.140; 0.726;
   3.150; 0.725;
   3.160; 0.728;
   3.170; 0.726;
   3.180; 0.726;
   3.190; 0.726;
   3.200; 0.726;
   3.210; 0.726;
   3.220; 0.726;
   3.230; 0.728;
   3.240; 0.726;
   3.250; 0.726;
   3.260; 0.726;
   3.270; 0.726;
   3.280; 0.726;
   3.290; 0.726;
   3.300; 0.728;
   3.310; 0.728;
   3.320; 0.728;
   3.330; 0.726;
   3.340; 0.728;
   3.350; 0.726;
   3.360; 0.728;
   3.370; 0.728;
   3.380; 0.728;
   3.390; 0.726;
   3.400; 0.726;
   3.410; 0.726;
   3.420; 0.726;
   3.430; 0.728;
   3.440; 0.726;
   3.450; 0.728;
   3.460; 0.728;
   3.470; 0.728;
   3.480; 0.728;
   3.490; 0.726;
   3.500; 0.728;
   3.510; 0.728;
   3.520; 0.728;
   3.530; 0.728;
   3.540; 0.729;
   3.550; 0.729;
   3.560; 0.728;
   3.570; 0.729;
   3.580; 0.729;
   3.590; 0.729;
   3.600; 0.729;
   3.610; 0.729;
   3.620; 0.729;
   3.630; 0.729;
   3.640; 0.729;
   3.650; 0.729;
   3.660; 0.729;
   3.670; 0.729;
   3.680; 0.729;
   3.690; 0.728;
   3.700; 0.729;
   3.710; 0.729;
   3.720; 0.730;
   3.730; 0.729;
   3.740; 0.730;
   3.750; 0.730;
   3.760; 0.729;
   3.770; 0.729;
   3.780; 0.730;
   3.790; 0.729;
   3.800; 0.729;
   3.810; 0.730;
   3.820; 0.730;
   3.830; 0.729;
   3.840; 0.729;
   3.850; 0.729;
   3.860; 0.729;
   3.870; 0.729;
   3.880; 0.729;
   3.890; 0.729;
   3.900; 0.729;
   3.910; 0.729;
   3.920; 0.730;
   3.930; 0.729;
   3.940; 0.730;
   3.950; 0.730;
   3.960; 0.729;
   3.970; 0.729;
   3.980; 0.729;
   3.990; 0.729;
   4.000; 0.730;
   4.010; 0.729;
   4.020; 0.729;
   4.030; 0.729;
   4.040; 0.730;
   4.050; 0.730;
   4.060; 0.730;
   4.070; 0.730;
   4.080; 0.730;
   4.090; 0.730;
   4.100; 0.730;
   4.110; 0.730;
   4.120; 0.729;
   4.130; 0.729;
   4.140; 0.729;
   4.150; 0.729;
   4.160; 0.730;
   4.170; 0.729;
   4.180; 0.729;
   4.190; 0.729;
   4.200; 0.729;
   4.210; 0.729;
   4.220; 0.729;
   4.230; 0.728;
   4.240; 0.729;
   4.250; 0.729;
   4.260; 0.730;
   4.270; 0.729;
   4.280; 0.729;
   4.290; 0.729;
   4.300; 0.730;
   4.310; 0.729;
   4.320; 0.730;
   4.330; 0.729;
   4.340; 0.729;
   4.350; 0.729;
   4.360; 0.729;
   4.370; 0.729;
   4.380; 0.730;
   4.390; 0.729;
   4.400; 0.729;
   4.410; 0.729;
   4.420; 0.729;
   4.430; 0.729;
   4.440; 0.729;
   4.450; 0.729;
   4.460; 0.730;
   4.470; 0.730;
   4.480; 0.729;
   4.490; 0.730;
   4.500; 0.730;
   4.510; 0.729;
   4.520; 0.730;
   4.530; 0.729;
   4.540; 0.730;
   4.550; 0.729;
   4.560; 0.729;
   4.570; 0.729;
   4.580; 0.729;
   4.590; 0.729;
   4.600; 0.730;
   4.610; 0.729;
   4.620; 0.729;
   4.630; 0.729;
   4.640; 0.729;
   4.650; 0.729;
   4.660; 0.729;
   4.670; 0.729;
   4.680; 0.730;
   4.690; 0.729;
   4.700; 0.729;
   4.710; 0.729;
   4.720; 0.729;
   4.730; 0.729;
   4.740; 0.728;
   4.750; 0.729;
   4.760; 0.729;
   4.770; 0.729;
   4.780; 0.729;
   4.790; 0.729;
   4.800; 0.730;
   4.810; 0.729;
   4.820; 0.730;
   4.830; 0.729;
   4.840; 0.729;
   4.850; 0.728;
   4.860; 0.729;
   4.870; 0.730;
   4.880; 0.729;
   4.890; 0.728;
   4.900; 0.729;
   4.910; 0.729;
   4.920; 0.729;
   4.930; 0.729;
   4.940; 0.729;
   4.950; 0.728;
   4.960; 0.729;
   4.970; 0.729;
   4.980; 0.729;
   4.990; 0.729;
   5.000; 0.729;
   5.010; 0.729;
   5.020; 0.729;
   5.030; 0.729;
   5.040; 0.729;
   5.050; 0.729;
   5.060; 0.730;
   5.070; 0.730;
   5.080; 0.729;
   5.090; 0.729;
   5.100; 0.730;
   5.110; 0.730;
   5.120; 0.730;
   5.130; 0.730;
   5.140; 0.730;
   5.150; 0.730;
   5.160; 0.730;
   5.170; 0.730;
   5.180; 0.730;
   5.190; 0.730;
   5.200; 0.730;
   5.210; 0.730;
   5.220; 0.731;
   5.230; 0.730;
   5.240; 0.730;
   5.250; 0.730;
   5.260; 0.730;
   5.270; 0.730;
   5.280; 0.730;
   5.290; 0.730;
   5.300; 0.730;
   5.310; 0.730;
   5.320; 0.730;
   5.330; 0.730;
   5.340; 0.730;
   5.350; 0.730;
   5.360; 0.730;
   5.370; 0.730;
   5.380; 0.730;
   5.390; 0.730;
   5.400; 0.730;
   5.410; 0.730;
   5.420; 0.730;
   5.430; 0.729;
   5.440; 0.730;
   5.450; 0.730;
   5.460; 0.729;
   5.470; 0.730;
   5.480; 0.730;
   5.490; 0.730;
   5.500; 0.730;
   5.510; 0.730;
   5.520; 0.730;
   5.530; 0.729;
   5.540; 0.731;
   5.550; 0.730;
   5.560; 0.729;
   5.570; 0.729;
   5.580; 0.730;
   5.590; 0.730;
   5.600; 0.730;
   5.610; 0.730;
   5.620; 0.730;
   5.630; 0.729;
   5.640; 0.730;
   5.650; 0.730;
   5.660; 0.730;
   5.670; 0.730;
   5.680; 0.730;
   5.690; 0.729;
   5.700; 0.730;
   5.710; 0.730;
   5.720; 0.730;
   5.730; 0.730;
   5.740; 0.730;
   5.750; 0.730;
   5.760; 0.730;
   5.770; 0.730;
   5.780; 0.730;
   5.790; 0.730;
   5.800; 0.730;
   5.810; 0.729;
   5.820; 0.730;
   5.830; 0.729;
   5.840; 0.730;
   5.850; 0.729;
   5.860; 0.729;
   5.870; 0.730;
   5.880; 0.729;
   5.890; 0.729;
   5.900; 0.729;
   5.910; 0.729;
   5.920; 0.729;
   5.930; 0.729;
   5.940; 0.730;
   5.950; 0.730;
   5.960; 0.729;
   5.970; 0.729;
   5.980; 0.730;
   5.990; 0.729;
   6.000; 0.730;
   6.010; 0.729;
   6.020; 0.730;
   6.030; 0.729;
   6.040; 0.729;
   6.050; 0.730;
   6.060; 0.729;
   6.070; 0.730;
   6.080; 0.729;
   6.090; 0.729;
   6.100; 0.729;
   6.110; 0.729;
   6.120; 0.730;
   6.130; 0.729;
   6.140; 0.730;
   6.150; 0.730;
   6.160; 0.730;
   6.170; 0.729;
   6.180; 0.731;
   6.190; 0.731;
   6.200; 0.730;
   6.210; 0.731;
   6.220; 0.731;
   6.230; 0.730;
   6.240; 0.730;
   6.250; 0.730;
   6.260; 0.730;
   6.270; 0.730;
   6.280; 0.731;
   6.290; 0.731;
   6.300; 0.730;
   6.310; 0.731;
   6.320; 0.731;
   6.330; 0.730;
   6.340; 0.730;
   6.350; 0.730;
   6.360; 0.731;
   6.370; 0.730;
   6.380; 0.730;
   6.390; 0.730;
   6.400; 0.731;
   6.410; 0.731;
   6.420; 0.731;
   6.430; 0.730;
   6.440; 0.731;
   6.450; 0.731;
   6.460; 0.731;
   6.470; 0.730;
   6.480; 0.731;
   6.490; 0.730;
   6.500; 0.731;
   6.510; 0.731;
   6.520; 0.731;
   6.530; 0.730;
   6.540; 0.730;
   6.550; 0.730;
   6.560; 0.730;
   6.570; 0.730;
   6.580; 0.731;
   6.590; 0.731;
   6.600; 0.731;
   6.610; 0.730;
   6.620; 0.731;
   6.630; 0.730;
   6.640; 0.730;
   6.650; 0.730;
   6.660; 0.731;
   6.670; 0.730;
   6.680; 0.731;
   6.690; 0.730;
   6.700; 0.730;
   6.710; 0.730;
   6.720; 0.730;
   6.730; 0.729;
   6.740; 0.730;
   6.750; 0.729;
   6.760; 0.730;
   6.770; 0.730;
   6.780; 0.729;
   6.790; 0.729;
   6.800; 0.729;
   6.810; 0.730;
   6.820; 0.730;
   6.830; 0.730;
   6.840; 0.730;
   6.850; 0.729;
   6.860; 0.730;
   6.870; 0.730;
   6.880; 0.730;
   6.890; 0.729;
   6.900; 0.730;
   6.910; 0.730;
   6.920; 0.730;
   6.930; 0.730;
   6.940; 0.730;
   6.950; 0.730;
   6.960; 0.730;
   6.970; 0.731;
   6.980; 0.730;
   6.990; 0.730;
   7.000; 0.731;
   7.010; 0.730;
   7.020; 0.731;
   7.030; 0.730;
   7.040; 0.730;
   7.050; 0.730;
   7.060; 0.731;
   7.070; 0.730;
   7.080; 0.730;
   7.090; 0.729;
   7.100; 0.730;
   7.110; 0.730;
   7.120; 0.730;
   7.130; 0.729;
   7.140; 0.729;
   7.150; 0.729;
   7.160; 0.729;
   7.170; 0.730;
   7.180; 0.730;
   7.190; 0.730;
   7.200; 0.730;
   7.210; 0.730;
   7.220; 0.730;
   7.230; 0.730;
   7.240; 0.730;
   7.250; 0.730;
   7.260; 0.731;
   7.270; 0.730;
   7.280; 0.730;
   7.290; 0.730;
   7.300; 0.730;
   7.310; 0.729;
   7.320; 0.730;
   7.330; 0.729;
   7.340; 0.729;
   7.350; 0.730;
   7.360; 0.729;
   7.370; 0.729;
   7.380; 0.729;
   7.390; 0.729;
   7.400; 0.729;
   7.410; 0.729;
   7.420; 0.729;
   7.430; 0.728;
   7.440; 0.729;
   7.450; 0.729;
   7.460; 0.730;
   7.470; 0.729;
   7.480; 0.729;
   7.490; 0.729;
   7.500; 0.730;
   7.510; 0.729;
   7.520; 0.730;
   7.530; 0.729;
   7.540; 0.730;
   7.550; 0.730;
   7.560; 0.730;
   7.570; 0.729;
   7.580; 0.730;
   7.590; 0.730;
   7.600; 0.730;
   7.610; 0.730;
   7.620; 0.730;
   7.630; 0.730;
   7.640; 0.730;
   7.650; 0.730;
   7.660; 0.730;
   7.670; 0.730;
   7.680; 0.730;
   7.690; 0.730;
   7.700; 0.730;
   7.710; 0.730;
   7.720; 0.730;
   7.730; 0.730;
   7.740; 0.730;
   7.750; 0.729;
   7.760; 0.731;
   7.770; 0.730;
   7.780; 0.730;
   7.790; 0.730;
   7.800; 0.731;
   7.810; 0.730;
   7.820; 0.730;
   7.830; 0.729;
   7.840; 0.730;
   7.850; 0.731;
   7.860; 0.731;
   7.870; 0.730;
   7.880; 0.730;
   7.890; 0.730;
   7.900; 0.731;
   7.910; 0.730;
   7.920; 0.731;
   7.930; 0.731;
   7.940; 0.731;
   7.950; 0.730;
   7.960; 0.731;
   7.970; 0.730;
   7.980; 0.730;
   7.990; 0.730;
   8.000; 0.730;
   8.010; 0.730;
   8.020; 0.731;
   8.030; 0.730;
   8.040; 0.730;
   8.050; 0.730;
   8.060; 0.731;
   8.070; 0.730;
   8.080; 0.730;
   8.090; 0.730;
   8.100; 0.730;
   8.110; 0.730;
   8.120; 0.730;
   8.130; 0.730;
   8.140; 0.730;
   8.150; 0.729;
   8.160; 0.730;
   8.170; 0.730;
   8.180; 0.730;
   8.190; 0.729;
   8.200; 0.730;
   8.210; 0.730;
   8.220; 0.730;
   8.230; 0.730;
   8.240; 0.730;
   8.250; 0.729;
   8.260; 0.730;
   8.270; 0.730;
   8.280; 0.730;
   8.290; 0.730;
   8.300; 0.730;
   8.310; 0.731;
   8.320; 0.731;
   8.330; 0.730;
   8.340; 0.730;
   8.350; 0.730;
   8.360; 0.730;
   8.370; 0.730;
   8.380; 0.730;
   8.390; 0.730;
   8.400; 0.730;
   8.410; 0.730;
   8.420; 0.730;
   8.430; 0.730;
   8.440; 0.730;
   8.450; 0.729;
   8.460; 0.730;
   8.470; 0.730;
   8.480; 0.730;
   8.490; 0.729;
   8.500; 0.730;
   8.510; 0.730;
   8.520; 0.730;
   8.530; 0.729;
   8.540; 0.729;
   8.550; 0.730;
   8.560; 0.729;
   8.570; 0.730;
   8.580; 0.730;
   8.590; 0.729;
   8.600; 0.730;
   8.610; 0.730;
   8.620; 0.730;
   8.630; 0.730;
   8.640; 0.730;
   8.650; 0.730;
   8.660; 0.730;
   8.670; 0.731;
   8.680; 0.730;
   8.690; 0.730;
   8.700; 0.730;
   8.710; 0.731;
   8.720; 0.731;
   8.730; 0.730;
   8.740; 0.731;
   8.750; 0.731;
   8.760; 0.731;
   8.770; 0.731;
   8.780; 0.731;
   8.790; 0.731;
   8.800; 0.731;
   8.810; 0.731;
   8.820; 0.733;
   8.830; 0.731;
   8.840; 0.731;
   8.850; 0.731;
   8.860; 0.731;
   8.870; 0.731;
   8.880; 0.731;
   8.890; 0.730;
   8.900; 0.731;
   8.910; 0.731;
   8.920; 0.731;
   8.930; 0.730;
   8.940; 0.731;
   8.950; 0.731;
   8.960; 0.733;
   8.970; 0.730;
   8.980; 0.731;
   8.990; 0.731;
   9.000; 0.730;
   9.010; 0.731;
   9.020; 0.731;
   9.030; 0.731;
   9.040; 0.731;
   9.050; 0.731;
   9.060; 0.733;
   9.070; 0.730;
   9.080; 0.730;
   9.090; 0.730;
   9.100; 0.731;
   9.110; 0.730;
   9.120; 0.731;
   9.130; 0.730;
   9.140; 0.730;
   9.150; 0.730;
   9.160; 0.730;
   9.170; 0.730;
   9.180; 0.731;
   9.190; 0.730;
   9.200; 0.730;
   9.210; 0.730;
   9.220; 0.731;
   9.230; 0.730;
   9.240; 0.730;
   9.250; 0.730;
   9.260; 0.731;
   9.270; 0.730;
   9.280; 0.730;
   9.290; 0.730;
   9.300; 0.731;
   9.310; 0.730;
   9.320; 0.730;
   9.330; 0.730;
   9.340; 0.730;
   9.350; 0.730;
   9.360; 0.730;
   9.370; 0.730;
   9.380; 0.730;
   9.390; 0.730;
   9.400; 0.730;
   9.410; 0.729;
   9.420; 0.730;
   9.430; 0.730;
   9.440; 0.730;
   9.450; 0.729;
   9.460; 0.730;
   9.470; 0.730;
   9.480; 0.731;
   9.490; 0.730;
   9.500; 0.731;
   9.510; 0.731;
   9.520; 0.730;
   9.530; 0.730;
   9.540; 0.730;
   9.550; 0.730;
   9.560; 0.730;
   9.570; 0.730;
   9.580; 0.731;
   9.590; 0.730;
   9.600; 0.730;
   9.610; 0.730;
   9.620; 0.730;
   9.630; 0.731;
   9.640; 0.730;
   9.650; 0.730;
   9.660; 0.731;
   9.670; 0.731;
   9.680; 0.730;
   9.690; 0.730;
   9.700; 0.730;
   9.710; 0.730;
   9.720; 0.731;
   9.730; 0.730;
   9.740; 0.731;
   9.750; 0.730;
   9.760; 0.730;
   9.770; 0.730;
   9.780; 0.731;
   9.790; 0.730;
   9.800; 0.731;
   9.810; 0.730;
   9.820; 0.731;
   9.830; 0.730;
   9.840; 0.731;
   9.850; 0.731;
   9.860; 0.731;
   9.870; 0.731;
   9.880; 0.730;
   9.890; 0.730;
   9.900; 0.733;
   9.910; 0.731;
   9.920; 0.731;
   9.930; 0.730;
   9.940; 0.731;
   9.950; 0.730;
   9.960; 0.731;
   9.970; 0.730;
   9.980; 0.731;
   9.990; 0.730;
  10.000; 0.730;
  10.010; 0.730;
  10.020; 0.731;
  10.030; 0.730;
  10.040; 0.730;
  10.050; 0.730;
  10.060; 0.731;
  10.070; 0.731;
  10.080; 0.730;
  10.090; 0.730;
  10.100; 0.731;
  10.110; 0.731;
  10.120; 0.731;
  10.130; 0.730;
  10.140; 0.731;
  10.150; 0.730;
  10.160; 0.730;
  10.170; 0.731;
  10.180; 0.731;
  10.190; 0.730;
  10.200; 0.730;
  10.210; 0.730;
  10.220; 0.730;
  10.230; 0.729;
  10.240; 0.730;
  10.250; 0.730;
  10.260; 0.731;
  10.270; 0.730;
  10.280; 0.730;
  10.290; 0.730;
  10.300; 0.731;
  10.310; 0.730;
  10.320; 0.731;
  10.330; 0.729;
  10.340; 0.730;
  10.350; 0.730;
  10.360; 0.730;
  10.370; 0.730;
  10.380; 0.730;
  10.390; 0.730;
  10.400; 0.730;
  10.410; 0.730;
  10.420; 0.730;
  10.430; 0.730;
  10.440; 0.730;
  10.450; 0.731;
  10.460; 0.731;
  10.470; 0.731;
  10.480; 0.731;
  10.490; 0.730;
  10.500; 0.731;
  10.510; 0.731;
  10.520; 0.731;
  10.530; 0.731;
  10.540; 0.731;
  10.550; 0.731;
  10.560; 0.731;
  10.570; 0.731;
  10.580; 0.733;
  10.590; 0.731;
  10.600; 0.731;
  10.610; 0.731;
  10.620; 0.731;
  10.630; 0.731;
  10.640; 0.731;
  10.650; 0.731;
  10.660; 0.733;
  10.670; 0.731;
  10.680; 0.733;
  10.690; 0.733;
  10.700; 0.733;
  10.710; 0.731;
  10.720; 0.733;
  10.730; 0.731;
  10.740; 0.733;
  10.750; 0.733;
  10.760; 0.733;
  10.770; 0.731;
  10.780; 0.733;
  10.790; 0.733;
  10.800; 0.733;
  10.810; 0.733;
  10.820; 0.733;
  10.830; 0.733;
  10.840; 0.733;
  10.850; 0.731;
  10.860; 0.731;
  10.870; 0.731;
  10.880; 0.731;
  10.890; 0.731;
  10.900; 0.733;
  10.910; 0.731;
  10.920; 0.731;
  10.930; 0.733;
  10.940; 0.733;
  10.950; 0.731;
  10.960; 0.733;
  10.970; 0.731;
  10.980; 0.731;
  10.990; 0.733;
  11.000; 0.733;
  11.010; 0.731;
  11.020; 0.733;
  11.030; 0.733;
  11.040; 0.731;
  11.050; 0.731;
  11.060; 0.733;
  11.070; 0.733;
  11.080; 0.731;
  11.090; 0.731;
  11.100; 0.733;
  11.110; 0.733;
  11.120; 0.731;
  11.130; 0.733;
  11.140; 0.731;
  11.150; 0.731;
  11.160; 0.733;
  11.170; 0.733;
  11.180; 0.731;
  11.190; 0.731;
  11.200; 0.731;
  11.210; 0.731;
  11.220; 0.733;
  11.230; 0.731;
  11.240; 0.731;
  11.250; 0.731;
  11.260; 0.733;
  11.270; 0.733;
  11.280; 0.731;
  11.290; 0.731;
  11.300; 0.731;
  11.310; 0.731;
  11.320; 0.731;
  11.330; 0.731;
  11.340; 0.733;
  11.350; 0.731;
  11.360; 0.731;
  11.370; 0.731;
  11.380; 0.733;
  11.390; 0.730;
  11.400; 0.731;
  11.410; 0.731;
  11.420; 0.731;
  11.430; 0.731;
  11.440; 0.731;
  11.450; 0.731;
  11.460; 0.733;
  11.470; 0.733;
  11.480; 0.733;
  11.490; 0.731;
  11.500; 0.733;
  11.510; 0.733;
  11.520; 0.731;
  11.530; 0.730;
  11.540; 0.731;
  11.550; 0.731;
  11.560; 0.731;
  11.570; 0.731;
  11.580; 0.731;
  11.590; 0.730;
  11.600; 0.730;
  11.610; 0.731;
  11.620; 0.733;
  11.630; 0.731;
  11.640; 0.731;
  11.650; 0.730;
  11.660; 0.731;
  11.670; 0.731;
  11.680; 0.730;
  11.690; 0.730;
  11.700; 0.731;
  11.710; 0.730;
  11.720; 0.730;
  11.730; 0.730;
  11.740; 0.731;
  11.750; 0.730;
  11.760; 0.730;
  11.770; 0.731;
  11.780; 0.730;
  11.790; 0.730;
  11.800; 0.730;
  11.810; 0.729;
  11.820; 0.730;
  11.830; 0.730;
  11.840; 0.729;
  11.850; 0.729;
  11.860; 0.731;
  11.870; 0.730;
  11.880; 0.730;
  11.890; 0.730;
  11.900; 0.731;
  11.910; 0.730;
  11.920; 0.730;
  11.930; 0.731;
  11.940; 0.731;
  11.950; 0.730;
  11.960; 0.730;
  11.970; 0.731;
  11.980; 0.730;
  11.990; 0.730;
  12.000; 0.730;
  12.010; 0.730;
  12.020; 0.730;
  12.030; 0.730;
  12.040; 0.730;
  12.050; 0.730;
  12.060; 0.730;
  12.070; 0.730;
  12.080; 0.730;
  12.090; 0.730;
  12.100; 0.730;
  12.110; 0.730;
  12.120; 0.730;
  12.130; 0.730;
  12.140; 0.730;
  12.150; 0.730;
  12.160; 0.730;
  12.170; 0.730;
  12.180; 0.730;
  12.190; 0.730;
  12.200; 0.730;
  12.210; 0.730;
  12.220; 0.730;
  12.230; 0.730;
  12.240; 0.730;
  12.250; 0.730;
  12.260; 0.730;
  12.270; 0.730;
  12.280; 0.730;
  12.290; 0.730;
  12.300; 0.730;
  12.310; 0.730;
  12.320; 0.730;
  12.330; 0.730;
  12.340; 0.730;
  12.350; 0.730;
  12.360; 0.730;
  12.370; 0.730;
  12.380; 0.730;
  12.390; 0.730;
  12.400; 0.730;
  12.410; 0.730;
  12.420; 0.730;
  12.430; 0.730;
  12.440; 0.730;
  12.450; 0.730;
  12.460; 0.730;
  12.470; 0.730;
  12.480; 0.730;
  12.490; 0.729;
  12.500; 0.729;
  12.510; 0.729;
  12.520; 0.729;
  12.530; 0.729;
  12.540; 0.729;
  12.550; 0.729;
  12.560; 0.729;
  12.570; 0.729;
  12.580; 0.729;
  12.590; 0.729;
  12.600; 0.729;
  12.610; 0.729;
  12.620; 0.729;
  12.630; 0.729;
  12.640; 0.729;
  12.650; 0.729;
  12.660; 0.729;
  12.670; 0.729;
  12.680; 0.729;
  12.690; 0.729;
  12.700; 0.729;
  12.710; 0.729;
